"","country","countrynumber","year","legelec","preselec","regime","regime_leg","eighties","nineties","old","avemag","districts","eneg","enep","enep_others","enep1","enpp","enpp_others","enpp1","enpres","medmag","newdem","proximity1","proximity2","seats","upperseats","uppertier","twoelections","twoelections1"
"691","Spain",122,1993,1,0,0,0,0,0,1,6.73,52,2.00869,3.5,5.36,3.53,2.67,0,2.67,0,7,0,0,0,350,0,0,0,0
"692","Spain",122,1996,1,0,0,0,0,1,1,6.73,52,2.00869,3.27,1.05,3.27,2.72,0,2.72,0,7,0,0,0,350,0,0,0,0
"693","Spain",122,2000,1,0,0,0,0,0,1,6.73,52,2.00869,2.99,2.8,3.12,2.48,0,2.48,0,7,0,0,0,350,0,0,0,0
"694","Sri Lanka",96,1952,1,0,0,0,0,0,1,1,89,1.74969,3.84,14,4.155,2.77,12.6,2.89,0,1,1,0,0,89,0,0,0,0
"695","Sri Lanka",96,1956,1,0,0,0,0,0,1,1,89,1.74969,3.79,12,4.005,2.97,8.4,3.04,0,1,0,0,0,89,0,0,0,0
"696","Sri Lanka",96,1960,1,0,0,0,0,0,1,1,145,1.74969,5.95,9.1,6.255,4.45,4.6,4.49,0,1,0,0,0,145,0,0,1,1
"697","Sri Lanka",96,1960,1,0,0,0,0,0,1,1,145,1.74969,3.69,6,3.74,3.26,4,3.27,0,1,0,0,0,145,0,0,1,0
"698","Sri Lanka",96,1965,1,0,0,0,0,0,1,1,145,1.74969,3.83,6.4,3.885,3.55,4,3.57,0,1,0,0,0,145,0,0,0,0
"699","Sri Lanka",96,1970,1,0,0,0,0,0,1,1,145,1.74969,3.4,5,3.425,2.49,1.3,2.49,0,1,0,0,0,145,0,0,0,0
"700","Sri Lanka",96,1977,1,0,1,0,0,0,1,1,168,1.74969,2.8,5.7,2.83,1.41,0.6,1.41,0,1,0,0,0,168,0,0,0,0
"701","Sri Lanka",96,1989,1,0,0,0,1,0,1,8.91,22,1.74969,2.74,4.1,2.76,2.48,5.8,2.5,2.18,9,1,0.67,0,225,29,12.89,0,0
"702","Sri Lanka",96,1994,1,1,0,0,0,1,1,8.91,22,1.74969,2.31,1.4,2.31,2.52,4.4,2.53,1.93,9,0,1,1,225,29,12.89,0,0
"703","Sri Lanka",96,2000,1,0,0,0,0,0,1,8.91,22,1.74969,2.7,3.1,2.705,2.59,0.4,2.59,2.25,9,0,0.67,0,225,29,12.89,0,0
"704","St. Kitts and Nevis",179,1984,1,0,0,0,1,0,1,1,11,NA,2.45,0,2.45,2.46,0,2.46,0,1,1,0,0,11,0,0,0,0
"705","St. Kitts and Nevis",179,1989,1,0,0,0,0,0,1,1,11,NA,2.77,0,2.77,2.68,0,2.68,0,1,0,0,0,11,0,0,0,0
"706","St. Kitts and Nevis",179,1993,1,0,0,0,0,0,1,1,11,NA,3.08,0,3.08,3.27,0,3.27,0,1,0,0,0,11,0,0,0,0
"707","St. Kitts and Nevis",179,1995,1,0,0,0,0,1,1,1,11,NA,2.65,0.1,2.65,2.2,0,2.2,0,1,0,0,0,11,0,0,0,0
"708","St. Kitts and Nevis",179,2000,1,0,0,0,0,0,1,1,11,NA,2.55,0,2.55,1.75,0,1.75,0,1,0,0,0,11,0,0,0,0
"709","St. Lucia",174,1979,1,0,0,0,0,0,1,1,17,NA,1.97,0,1.97,1.71,0,1.71,0,1,1,0,0,17,0,0,0,0
"710","St. Lucia",174,1982,1,0,0,0,1,0,1,1,17,NA,2.4,0,2.4,1.44,0,1.44,0,1,0,0,0,17,0,0,0,0
"711","St. Lucia",174,1987,1,0,0,0,0,0,1,1,17,NA,2.32,0,2.32,1.99,0,1.99,0,1,0,0,0,17,0,0,1,1
"712","St. Lucia",174,1987,1,0,0,0,0,0,1,1,17,NA,2.21,0,2.21,1.99,0,1.99,0,1,0,0,0,17,0,0,1,0
"713","St. Lucia",174,1992,1,0,0,0,0,0,1,1,17,NA,1.97,0,1.97,1.84,0,1.84,0,1,0,0,0,17,0,0,0,0
"714","St. Lucia",174,1997,1,0,0,0,0,1,1,1,17,NA,1.95,2,1.95,1.12,0,1.12,0,1,0,0,0,17,0,0,0,0
"715","St. Vincent",180,1979,1,0,0,0,0,0,1,1,13,NA,2.57,0.3,2.57,1.35,0,1.35,0,1,1,0,0,13,0,0,0,0
"716","St. Vincent",180,1984,1,0,0,0,1,0,1,1,13,NA,2.28,0,2.28,1.74,0,1.74,0,1,0,0,0,13,0,0,0,0
"717","St. Vincent",180,1989,1,0,0,0,0,0,1,1,15,NA,1.88,0,1.88,1,0,1,0,1,0,0,0,15,0,0,0,0
"718","St. Vincent",180,1994,1,0,0,0,0,1,1,1,15,NA,2.48,0,2.48,1.51,0,1.51,0,1,0,0,0,15,0,0,0,0
"719","St. Vincent",180,1998,1,0,0,0,0,0,1,1,15,NA,1.99,0,1.99,1.99,0,1.99,0,1,0,0,0,15,0,0,0,0
"NA.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","Suriname",75,1977,1,0,0,0,0,0,1,2.7,10,NA,2.46,0,2.46,1.97,0,1.97,0,NA,1,0,0,39,12,44.44,0,0
"723","Suriname",75,1991,1,0,0,0,0,0,1,5.1,10,NA,2.69,0,2.69,2.31,0,2.31,0,NA,1,0,0,51,0,0,0,0
"724","Suriname",75,1996,1,0,0,0,0,1,1,5.1,10,NA,3.62,0,3.62,2.98,0,2.98,0,5,0,0,0,51,0,0,0,0
"725","Suriname",75,2000,1,0,0,0,0,0,1,5.1,10,NA,3.77,0,3.77,2.28,0,2.28,0,5,0,0,0,51,0,0,0,0
"726","Sweden",123,1948,1,0,0,0,0,0,1,8.21,28,1.23376,3.35,0.1,3.35,3.06,0,3.06,0,NA,0,0,0,230,0,0,0,0
"727","Sweden",123,1952,1,0,0,0,0,0,1,8.21,28,1.23376,3.28,0.1,3.28,3.09,0,3.09,0,NA,0,0,0,230,0,0,0,0
"728","Sweden",123,1956,1,0,0,0,0,0,1,8.25,28,1.23376,3.37,0.1,3.37,3.18,0,3.18,0,NA,0,0,0,231,0,0,0,0
"729","Sweden",123,1958,1,0,0,0,0,0,1,8.25,28,1.23376,3.31,0,3.31,3.16,0,3.16,0,NA,0,0,0,231,0,0,0,0
"730","Sweden",123,1960,1,0,0,0,0,0,1,8.29,28,1.23376,3.26,0.1,3.26,3.12,0,3.12,0,NA,0,0,0,232,0,0,0,0
"731","Sweden",123,1964,1,0,0,0,0,0,1,8.32,28,1.23376,3.42,0,3.42,3.25,0,3.25,0,NA,0,0,0,233,0,0,0,0
"732","Sweden",123,1968,1,0,0,0,0,0,1,8.32,28,1.23376,3.18,0,3.18,2.88,0,2.88,0,NA,0,0,0,233,0,0,0,0
"733","Sweden",123,1970,1,0,0,0,0,0,1,11.07,28,1.23376,3.49,0.5,3.49,3.31,0,3.31,0,NA,0,0,0,350,40,11.4,0,0
"734","Sweden",123,1973,1,0,0,0,0,0,1,11.07,28,1.23376,3.54,0,3.54,3.35,0,3.35,0,12,0,0,0,350,40,11.4,0,0
"735","Sweden",123,1976,1,0,0,0,0,0,1,11.07,28,1.23376,3.58,0.4,3.58,3.44,0,3.44,0,12,0,0,0,349,39,11.2,0,0
"736","Sweden",123,1979,1,0,0,0,0,0,1,11.07,28,1.23376,3.63,0.8,3.63,3.49,0,3.49,0,12,0,0,0,349,39,11.2,0,0
"737","Sweden",123,1982,1,0,0,0,0,0,1,11.07,28,1.23376,3.39,0.3,3.39,3.13,0,3.13,0,12,0,0,0,349,39,11.2,0,0
"738","Sweden",123,1985,1,0,0,0,1,0,1,11.07,28,1.23376,3.34,0.5,3.34,3.39,0,3.39,0,12,0,0,0,349,39,11.2,0,0
"739","Sweden",123,1988,1,0,0,0,0,0,1,11.07,28,1.23376,3.91,0.7,3.91,3.67,0,3.67,0,12,0,0,0,349,39,11.2,0,0
"740","Sweden",123,1991,1,0,0,0,0,0,1,11.07,28,1.23376,4.58,1,4.58,4.2,0,4.2,0,12,0,0,0,349,39,11.2,0,0
"741","Sweden",123,1994,1,0,0,0,0,1,1,10.69,29,1.23376,3.65,1,3.65,3.51,0,3.51,0,12,0,0,0,349,39,11.2,0,0
"742","Sweden",123,1998,1,0,0,0,0,0,1,10.69,29,1.23376,4.54,0.7,4.54,4.29,0,4.29,0,11,0,0,0,349,39,11.2,0,0
"743","Switzerland",124,1947,1,0,0,0,0,0,1,7.76,25,2.35385,5.34,0.5,5.34,5,0,5,0,12,0,0,0,194,0,0,0,0
"744","Switzerland",124,1951,1,0,0,0,0,0,1,7.84,25,2.35385,5.09,0.5,5.09,4.8,0,4.8,0,13,0,0,0,196,0,0,0,0
"745","Switzerland",124,1957,1,0,0,0,0,0,1,7.84,25,2.35385,4.96,0.6,4.96,4.71,0,4.71,0,13,0,0,0,196,0,0,0,0
"746","Switzerland",124,1959,1,0,0,0,0,0,1,7.84,25,2.35385,5.04,0,5.04,4.75,0,4.75,0,13,0,0,0,196,0,0,0,0
"747","Switzerland",124,1963,1,0,0,0,0,0,1,8,25,2.35385,5,1.8,5.005,4.78,0,4.78,0,13,0,0,0,200,0,0,0,0
"748","Switzerland",124,1967,1,0,0,0,0,0,1,8,25,2.35385,5.54,2.1,5.55,5.13,0,5.13,0,13,0,0,0,200,0,0,0,0
"749","Switzerland",124,1971,1,0,0,0,0,0,1,8,25,2.35385,6.16,1.5,6.17,5.49,0,5.49,0,12,0,0,0,200,0,0,0,0
"750","Switzerland",124,1975,1,0,0,0,0,0,1,8,25,2.35385,5.78,2,5.795,5,0,5,0,12,0,0,0,200,0,0,0,0
"751","Switzerland",124,1979,1,0,0,0,0,0,1,7.7,26,2.35385,5.5,2.3,5.52,5.1,0.5,5.1,0,12,0,0,0,200,0,0,0,0
"752","Switzerland",124,1983,1,0,0,0,1,0,1,7.7,26,2.35385,5.99,3.4,6.03,5.26,0,5.26,0,12,0,0,0,200,0,0,0,0
"753","Switzerland",124,1987,1,0,0,0,0,0,1,7.7,26,2.35385,6.8,2.6,6.83,5.76,0.5,5.76,0,12,0,0,0,200,0,0,0,0
"754","Switzerland",124,1991,1,0,0,0,0,0,1,7.7,26,2.35385,7.34,2.4,7.37,6.7,0.5,6.7,0,12,0,0,0,200,0,0,0,0
"755","Switzerland",124,1995,1,0,0,0,0,1,1,7.7,26,2.35385,6.82,2.7,6.86,5.6,0,5.6,0,12,0,0,0,200,0,0,0,0
"756","Switzerland",124,1999,1,0,0,0,0,0,1,7.7,26,2.35385,5.86,2.9,5.88,5.16,0,5.16,0,12,0,0,0,200,0,0,0,0
"758","Thailand",99,1975,1,0,0,0,0,0,1,NA,NA,1.75863,10.3,2.2,10.35,7.56,0,7.56,0,NA,1,0,0,269,0,0,0,0
"759","Thailand",99,1976,1,0,1,0,0,0,1,NA,NA,1.75863,6.95,1.7,6.95,4.07,0,4.07,0,NA,0,0,0,269,0,0,0,0
"760","Thailand",99,1983,1,0,0,0,0,0,1,2.4,134,1.75863,5.72,7.9,5.905,5.45,7.4,5.62,0,2,1,0,0,324,0,0,0,0
"761","Thailand",99,1986,1,0,0,0,1,0,1,2.51,138,1.75863,7.97,0,7.97,6.18,0,6.18,0,3,0,0,0,347,0,0,0,0
"762","Thailand",99,1988,1,0,0,0,0,0,1,2.51,142,1.75863,9.75,0,9.75,7.74,0,7.74,0,3,0,0,0,357,0,0,0,0
"763","Thailand",99,1992,1,0,0,0,0,0,1,2.54,142,1.75863,6.7,0.6,6.7,6.01,0,6.01,0,3,1,0,0,360,0,0,1,1
"764","Thailand",99,1992,1,0,0,0,0,0,1,2.54,142,1.75863,6.6,0.6,6.6,6.11,0,6.11,0,3,0,0,0,360,0,0,1,0
"765","Thailand",99,1995,1,0,0,0,0,1,1,2.52,155,1.75863,6.81,0,6.81,6.43,0,6.43,0,3,0,0,0,391,0,0,0,0
"766","Thailand",99,1996,1,0,0,0,0,0,1,2.52,156,1.75863,4.61,0,4.61,4.32,0,4.32,0,3,0,0,0,393,0,0,0,0
"767","Trinidad and Tobago",64,1966,1,0,0,0,0,0,1,1,36,2.83221,2.51,0.5,2.51,1.8,0,1.8,0,1,1,0,0,36,0,0,0,0
"768","Trinidad and Tobago",64,1971,1,0,0,0,0,0,1,1,36,2.83221,1.38,0.8,1.38,1,0,1,0,1,0,0,0,36,0,0,0,0
"769","Trinidad and Tobago",64,1976,1,0,0,0,0,0,1,1,36,2.83221,2.65,0.5,2.65,1.91,0,1.91,0,1,0,0,0,36,0,0,0,0
"770","Trinidad and Tobago",64,1981,1,0,0,0,0,0,1,1,36,2.83221,2.82,0,2.82,1.74,0,1.74,0,1,0,0,0,36,0,0,0,0
"771","Trinidad and Tobago",64,1986,1,0,0,0,1,0,1,1,36,2.83221,1.84,0,1.84,1.18,0,1.18,0,1,0,0,0,36,0,0,0,0
"772","Trinidad and Tobago",64,1991,1,0,0,0,0,0,1,1,36,2.83221,2.88,0.3,2.88,2.11,0,2.11,0,1,0,0,0,36,0,0,0,0
"773","Trinidad and Tobago",64,1995,1,0,0,0,0,1,1,1,36,2.83221,2.22,0,2.22,2.23,0,2.23,0,1,0,0,0,36,0,0,0,0
"774","Trinidad and Tobago",64,2000,1,0,0,0,0,0,1,1,36,2.83221,2.15,0,2.15,2,0,2,0,1,0,0,0,36,0,0,0,0
"775","Turkey",125,1961,1,0,0,0,0,0,1,6.72,67,1.42552,3.4,0.8,3.4,3.27,0,3.27,0,NA,1,0,0,450,0,0,0,0
"776","Turkey",125,1965,1,0,0,0,0,0,1,6.72,67,1.42552,2.7,3.2,2.71,2.62,0.2,2.62,0,NA,0,0,0,450,NA,NA,0,0
"777","Turkey",125,1969,1,0,0,0,0,0,1,6.72,67,1.42552,3.3,5.6,3.33,2.34,2.9,2.34,0,NA,0,0,0,450,0,0,0,0
"778","Turkey",125,1973,1,0,0,0,0,0,1,6.72,67,1.42552,4.3,2.8,4.31,3.32,1.3,3.32,0,NA,0,0,0,450,0,0,0,0
"779","Turkey",125,1977,1,0,0,0,0,0,1,6.72,67,1.42552,3.12,2.5,3.13,2.47,0.9,2.47,0,NA,0,0,0,450,0,0,0,0
"780","Turkey",125,1983,1,0,0,0,0,0,1,5.42,83,1.42552,2.85,1.1,2.85,2.52,0,2.52,0,NA,1,0,0,450,0,0,0,0
"781","Turkey",125,1987,1,0,0,0,1,0,1,4.33,104,1.42552,4.12,0.4,4.12,2.05,0,2.05,0,NA,0,0,0,450,0,0,0,0
"782","Turkey",125,1991,1,0,0,0,0,0,1,4.21,107,1.42552,4.68,0.1,4.68,3.57,0,3.57,0,NA,0,0,0,450,0,0,0,0
"783","Turkey",125,1995,1,0,0,0,0,1,1,6.63,83,1.42552,6.14,1.2,6.14,4.41,0,4.41,0,NA,0,0,0,550,0,0,0,0
"784","Turkey",125,1999,1,0,0,0,0,0,1,6.55,84,1.42552,6.76,2.9,6.78,4.87,0.5,4.87,0,9,0,0,0,550,0,0,0,0
"785","Uganda",45,1980,1,0,0,0,1,0,1,1,126,14.2243,2.24,0,2.24,1.95,0,1.95,0,1,1,0,0,126,0,0,0,0
"788","United Kingdom",126,1950,1,0,0,0,0,0,1,1,625,1.48036,2.44,2.2,2.44,2.08,0.2,2.08,0,1,0,0,0,625,0,0,0,0
"789","United Kingdom",126,1951,1,0,0,0,0,0,1,1,625,1.48036,2.13,0.1,2.13,2.05,0,2.05,0,1,0,0,0,625,0,0,0,0
"790","United Kingdom",126,1955,1,0,0,0,0,0,1,1,630,1.48036,2.16,0.2,2.16,2.02,0,2.02,0,1,0,0,0,630,0,0,0,0
"791","United Kingdom",126,1959,1,0,0,0,0,0,1,1,630,1.48036,2.28,0.2,2.28,1.99,0.2,1.99,0,1,0,0,0,630,0,0,0,0
"792","United Kingdom",126,1964,1,0,0,0,0,0,1,1,630,1.48036,2.52,0.2,2.52,2.06,0,2.06,0,1,0,0,0,630,0,0,0,0
"793","United Kingdom",126,1966,1,0,0,0,0,0,1,1,630,1.48036,2.42,0.2,2.42,2.02,0,2.02,0,1,0,0,0,630,0,0,0,0
"794","United Kingdom",126,1970,1,0,0,0,0,0,1,1,630,1.48036,2.46,0.6,2.46,2.07,0.3,2.07,0,1,0,0,0,630,0,0,0,0
"795","United Kingdom",126,1974,1,0,0,0,0,0,1,1,635,1.48036,3.13,0.4,3.13,2.25,0.2,2.25,0,1,0,0,0,635,0,0,1,1
"796","United Kingdom",126,1974,1,0,0,0,0,0,1,1,635,1.48036,3.15,0.4,3.15,2.26,0.2,2.26,0,1,0,0,0,635,0,0,1,0
"797","United Kingdom",126,1979,1,0,0,0,0,0,1,1,635,1.48036,2.87,0.4,2.87,2.15,0,2.15,0,1,0,0,0,635,0,0,0,0
"798","United Kingdom",126,1983,1,0,0,0,1,0,1,1,650,1.48036,2.83,0.4,2.83,2.09,0,2.09,0,1,0,0,0,650,0,0,0,0
"799","United Kingdom",126,1987,1,0,0,0,0,0,1,1,650,1.48036,2.85,0.1,2.85,2.17,0,2.17,0,1,0,0,0,650,0,0,0,0
"800","United Kingdom",126,1992,1,0,0,0,0,0,1,1,651,1.48036,3.03,0.4,3.03,2.27,0,2.27,0,1,0,0,0,651,0,0,0,0
"801","United Kingdom",126,1997,1,0,0,0,0,1,1,1,659,1.48036,3.21,4.6,3.23,2.12,0.2,2.12,0,1,0,0,0,659,0,0,0,0
"802","United States",65,1946,1,0,0,0,0,0,1,1,432,1.96447,2.05,1.5,2.05,1.98,0.2,1.98,2.02,1,0,0,0,432,0,0,0,0
"803","United States",65,1948,1,1,0,0,0,0,1,1,433,1.96447,2.07,1.9,2.07,1.92,0.2,1.92,2.22,1,0,1,1,433,0,0,0,0
"804","United States",65,1950,1,0,0,0,0,0,1,1,434,1.96447,2.06,1.4,2.06,2,0.2,2,2.22,1,0,0,0,434,0,0,0,0
"805","United States",65,1952,1,1,0,0,0,0,1,1,433,1.96447,2.04,0.9,2.04,2.01,0.2,2.01,1.997,1,0,1,1,433,0,0,0,0
"806","United States",65,1954,1,0,0,0,0,0,1,1,432,1.96447,2.01,0.5,2.01,1.99,0,1.99,1.997,1,0,0,0,432,0,0,0,0
"807","United States",65,1956,1,1,0,0,0,0,1,1,435,1.96447,2.01,0.2,2.01,1.99,0,1.99,1.98,1,0,1,1,435,0,0,0,0
"808","United States",65,1958,1,0,0,0,0,0,1,1,433,1.96447,1.98,0.4,1.98,1.82,0,1.82,1.98,1,0,0,0,433,0,0,0,0
"809","United States",65,1960,1,1,0,0,0,0,1,1,436,1.96447,2.01,0.6,2.01,1.91,0,1.91,2.03,1,0,1,1,436,0,0,0,0
"810","United States",65,1962,1,0,0,0,0,0,1,1,437,1.96447,2.01,0.4,2.01,1.93,0,1.93,2.03,1,0,0,0,437,0,0,0,0
"811","United States",65,1964,1,1,0,0,0,0,1,1,435,1.96447,1.97,0.4,1.97,1.78,0,1.78,1.92,1,0,1,1,435,0,0,0,0
"812","United States",65,1966,1,0,0,0,0,0,1,1,435,1.96447,2.03,0.9,2.03,1.96,0,1.96,1.92,1,0,0,0,435,0,0,0,0
"813","United States",65,1968,1,1,0,0,0,0,1,1,434,1.96447,2.05,1.1,2.05,1.97,0,1.97,2.57,1,0,1,1,434,0,0,0,0
"814","United States",65,1970,1,0,0,0,0,0,1,1,435,1.96447,2.03,1.4,2.035,1.94,0,1.94,2.57,1,0,0,0,435,0,0,0,0
"815","United States",65,1972,1,1,0,0,0,0,1,1,434,1.96447,2.04,1.2,2.04,1.97,0,1.97,1.96,1,0,1,1,434,0,0,0,0
"816","United States",65,1974,1,0,0,0,0,0,1,1,431,1.96447,2,1.8,2,1.79,0,1.79,1.96,1,0,0,0,431,0,0,0,0
"817","United States",65,1976,1,1,0,0,0,0,1,1,435,1.96447,2.02,1.6,2.02,1.79,0,1.79,2.08,1,0,1,1,435,0,0,0,0
"818","United States",65,1978,1,0,0,0,0,0,1,1,435,1.96447,2.03,1.4,2.03,1.86,0,1.86,2.08,1,0,0,0,435,0,0,0,0
"819","United States",65,1980,1,1,0,0,0,0,1,1,433,1.96447,2.06,1.4,2.06,1.97,0,1.97,2.33,1,0,1,1,433,0,0,0,0
"820","United States",65,1982,1,0,0,0,0,0,1,1,435,1.96447,2.02,1.4,2.02,1.89,0,1.89,2.33,1,0,0,0,435,0,0,0,0
"821","United States",65,1984,1,1,0,0,1,0,1,1,434,1.96447,2.03,0.9,2.03,1.95,0,1.95,1.96,1,0,1,1,434,0,0,0,0
"822","United States",65,1986,1,0,0,0,0,0,1,1,435,1.96447,2.01,0.8,2.01,1.93,0,1.93,1.96,1,0,0,0,435,0,0,0,0
"823","United States",65,1988,1,1,0,0,0,0,1,1,435,1.96447,2.03,1.1,2.03,1.93,0,1.93,1.99,1,0,1,1,435,0,0,0,0
"824","United States",65,1990,1,0,0,0,0,0,1,1,435,1.96447,2.07,2.1,2.07,1.91,0.2,1.91,1.99,1,0,0,0,435,0,0,0,0
"825","United States",65,1992,1,1,0,0,0,0,1,1,434,1.96447,2.14,3.6,2.145,1.93,0.2,1.93,2.74,1,0,1,1,434,0,0,0,0
"826","United States",65,1994,1,0,0,0,0,0,1,1,434,1.96447,2.08,2.2,2.08,1.99,0.2,1.99,2.74,1,0,0,0,434,0,0,0,0
"827","United States",65,1996,1,1,0,0,0,1,1,1,434,1.96447,2.11,2.6,2.11,1.99,0,1.99,2.41,1,0,1,1,434,0,0,0,0
"828","United States",65,1998,1,0,0,0,0,0,1,1,434,1.96447,2.15,3.8,2.155,1.99,0,1.99,2.41,1,0,0,0,434,0,0,0,0
"829","United States",65,2000,1,1,0,0,0,0,1,1,435,1.96447,2.18,1.6,2.18,2.02,0.5,2.02,2.15,1,0,1,1,435,0,0,0,0
"840","Vanuatu",134,1983,1,0,0,0,0,0,1,2.79,14,NA,2.56,4.6,2.565,2.1,0,2.1,0,NA,1,0,0,39,0,0,0,0
"841","Vanuatu",134,1987,1,0,0,0,1,0,1,3.07,15,NA,2.59,4.1,2.6,2.14,2.2,2.15,0,5,0,0,0,46,0,0,0,0
"842","Vanuatu",134,1991,1,0,0,0,0,0,1,3.07,15,NA,4.68,0.7,4.68,3.65,0,3.65,0,5,0,0,0,46,0,0,0,0
"843","Vanuatu",134,1995,1,0,0,0,0,1,1,3.33,15,NA,4.26,6.6,4.335,3.22,4,3.24,0,6,0,0,0,50,0,0,0,0
"845","Venezuela",77,1947,1,1,0,0,0,0,1,4.78,23,1.93526,1.87,0.2,1.87,1.68,0,1.68,1.66,NA,0,1,1,110,0,0,0,0
"846","Venezuela",77,1963,1,1,0,0,0,0,1,7.26,23,1.93526,4.77,1.21,4.77,4.32,0,4.32,4.56,9,1,1,1,179,12,6.7,0,0
"847","Venezuela",77,1968,1,1,0,0,0,0,1,8.52,23,1.93526,5.99,4.16,6.045,4.89,0,4.89,3.98,NA,0,1,1,214,18,8.41,0,0
"848","Venezuela",77,1973,1,1,0,0,0,0,1,7.96,23,1.93526,3.35,2.68,3.36,2.72,0,2.72,2.65,NA,0,1,1,200,17,8.5,0,0
"849","Venezuela",77,1978,1,1,0,0,0,0,1,7.96,23,1.93526,3.1,2.26,3.11,2.65,0,2.65,2.45,9,0,1,1,199,16,8.04,0,0
"850","Venezuela",77,1983,1,1,0,0,1,0,1,7.91,23,1.93526,2.96,3.05,2.97,2.42,0,2.42,2.25,11,0,1,1,200,18,9,0,0
"851","Venezuela",77,1988,1,1,0,0,0,0,1,7.91,23,1.93526,3.36,3.42,3.38,2.83,0,2.83,2.25,NA,0,1,1,201,19,9.45,0,0
"852","Venezuela",77,1993,1,1,0,0,0,1,1,1,102,1.93526,5.54,5.61,5.635,4.74,0,4.74,4.03,1,0,1,1,203,101,49.75,0,0
"853","Venezuela",77,1998,1,1,0,0,0,0,1,1.22,72,1.93526,7.01,8.3,7.36,6.05,0.9,6.05,2.1,1,0,1,1,207,119,57.49,0,0
"854","Venezuela",77,2000,1,1,0,0,0,0,1,6.88,24,1.93526,4.17,6.66,4.24,3.44,0,3.44,3.38,NA,0,1,1,165,0,0,0,0
"855","West Germany",108,1949,1,0,0,0,0,0,1,1,242,NA,5.6,5.9,5.705,4.65,0.7,4.65,0,1,1,0,0,402,160,40,0,0
"856","West Germany",108,1953,1,0,0,0,0,0,1,1,242,NA,4.2,0.3,4.2,3.64,0,3.64,0,1,0,0,0,487,245,50,0,0
"857","West Germany",108,1957,1,0,0,0,0,0,1,1,247,NA,3.58,0.4,3.58,3.07,0,3.07,0,1,0,0,0,497,250,50,0,0
"858","West Germany",108,1961,1,0,0,0,0,0,1,1,247,NA,3.5,0.1,3.5,3.11,0,3.11,0,1,0,0,0,499,252,50,0,0
"859","West Germany",108,1965,1,0,0,0,0,0,1,1,248,NA,3.15,0.3,3.15,2.93,0,2.93,0,1,0,0,0,496,248,50,0,0
"860","West Germany",108,1969,1,0,0,0,0,0,1,1,248,NA,3.02,0.4,3.02,2.71,0,2.71,0,1,0,0,0,496,248,50,0,0
"861","West Germany",108,1972,1,0,0,0,0,0,1,1,248,NA,2.86,0.1,2.86,2.79,0,2.79,0,1,0,0,0,496,248,50,0,0
"862","West Germany",108,1976,1,0,0,0,0,0,1,1,248,NA,2.91,0.2,2.91,2.86,0,2.86,0,1,0,0,0,496,248,50,0,0
"863","West Germany",108,1980,1,0,0,0,0,0,1,1,248,NA,3.1,0.1,3.1,2.96,0,2.96,0,1,0,0,0,497,249,50,0,0
"864","West Germany",108,1983,1,0,0,0,1,0,1,1,248,NA,3.21,0.1,3.21,3.16,0,3.16,0,1,0,0,0,498,250,50,0,0
"865","West Germany",108,1987,1,0,0,0,0,0,1,1,248,NA,3.56,0.8,3.56,3.47,0,3.47,0,1,0,0,0,497,249,50,0,0
